sample_id,stream_group,minor_stream_group,date,glacial_frac,glacial_frac_sd,snowpack_frac,snowpack_frac_sd,prcp_act_frac,prcp_act_frac_sd,lentic_frac,lentic_frac_sd
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.101,0.195,0.832,0.227,0.051,0.126,0.016,0.046
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.319,0.359,0.346,0.358,0.287,0.317,0.048,0.103
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.322,0.378,0.638,0.371,0.028,0.079,0.012,0.039
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.056,0.123,0.913,0.14,0.021,0.063,0.009,0.032
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.139,0.249,0.819,0.256,0.03,0.077,0.012,0.039
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.381,0.401,0.548,0.388,0.055,0.134,0.016,0.052
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.385,0.4,0.469,0.385,0.116,0.216,0.029,0.076
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.386,0.4,0.548,0.388,0.05,0.124,0.016,0.05
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.042,0.102,0.921,0.13,0.026,0.075,0.011,0.035
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.733,0.348,0.159,0.281,0.088,0.182,0.021,0.062
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.816,0.285,0.095,0.217,0.069,0.149,0.021,0.064
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.788,0.289,0.072,0.192,0.095,0.178,0.044,0.105
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.872,0.242,0.076,0.2,0.038,0.104,0.015,0.05
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.745,0.347,0.182,0.304,0.056,0.135,0.016,0.055
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.877,0.233,0.07,0.187,0.038,0.1,0.015,0.052
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.438,0.412,0.419,0.388,0.118,0.216,0.025,0.068
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.505,0.402,0.293,0.353,0.168,0.252,0.034,0.084
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.496,0.38,0.208,0.305,0.248,0.291,0.049,0.103
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.581,0.405,0.296,0.36,0.098,0.191,0.024,0.067
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.496,0.381,0.208,0.302,0.242,0.289,0.054,0.113
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.779,0.315,0.124,0.249,0.076,0.163,0.021,0.065
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.65,0.396,0.297,0.367,0.041,0.107,0.013,0.046
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.714,0.34,0.125,0.251,0.128,0.213,0.032,0.08
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.865,0.245,0.08,0.201,0.04,0.107,0.015,0.049
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.89,0.221,0.059,0.174,0.035,0.097,0.015,0.057
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.852,0.25,0.065,0.179,0.059,0.138,0.025,0.071
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.892,0.227,0.074,0.198,0.024,0.077,0.01,0.037
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.893,0.213,0.056,0.166,0.035,0.096,0.016,0.059
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.867,0.232,0.057,0.176,0.052,0.122,0.024,0.065
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.871,0.239,0.073,0.193,0.043,0.113,0.013,0.043
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.868,0.239,0.079,0.197,0.038,0.101,0.016,0.057
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.872,0.252,0.092,0.224,0.026,0.077,0.011,0.043
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.87,0.222,0.048,0.152,0.056,0.129,0.026,0.072
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.892,0.215,0.055,0.164,0.038,0.109,0.015,0.051
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.817,0.262,0.048,0.15,0.082,0.17,0.053,0.118
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.857,0.245,0.06,0.172,0.057,0.133,0.026,0.078
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.89,0.214,0.062,0.178,0.034,0.088,0.014,0.047
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.863,0.236,0.055,0.163,0.057,0.135,0.024,0.067
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.892,0.216,0.057,0.172,0.035,0.093,0.016,0.054
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.802,0.275,0.061,0.172,0.092,0.173,0.045,0.11
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.864,0.234,0.054,0.16,0.057,0.133,0.026,0.077
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.889,0.213,0.059,0.169,0.036,0.093,0.016,0.053
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.895,0.221,0.071,0.194,0.025,0.074,0.01,0.036
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.881,0.228,0.067,0.185,0.036,0.098,0.016,0.058
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.795,0.277,0.064,0.176,0.096,0.181,0.045,0.103
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.32,0.272,0.069,0.153,0.301,0.343,0.309,0.274
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.891,0.217,0.062,0.177,0.034,0.089,0.014,0.051
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.796,0.279,0.062,0.175,0.095,0.182,0.048,0.109
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.865,0.237,0.056,0.167,0.055,0.135,0.024,0.073
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.898,0.208,0.054,0.167,0.032,0.089,0.016,0.055
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.806,0.27,0.057,0.171,0.09,0.176,0.048,0.107
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.41,0.305,0.065,0.155,0.259,0.322,0.266,0.264
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.898,0.207,0.053,0.16,0.035,0.1,0.013,0.044
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.884,0.22,0.062,0.179,0.039,0.102,0.015,0.049
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.815,0.261,0.05,0.159,0.082,0.168,0.054,0.12
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.802,0.276,0.065,0.176,0.09,0.174,0.043,0.104
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.196,0.309,0.657,0.326,0.122,0.214,0.026,0.061
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.179,0.287,0.717,0.298,0.082,0.162,0.021,0.053
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.054,0.118,0.893,0.146,0.04,0.093,0.014,0.036
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.251,0.342,0.613,0.341,0.112,0.199,0.024,0.06
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.048,0.105,0.901,0.135,0.036,0.086,0.014,0.038
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.051,0.113,0.884,0.154,0.049,0.11,0.016,0.041
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.301,0.362,0.305,0.323,0.345,0.337,0.05,0.104
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.553,0.415,0.34,0.363,0.086,0.185,0.021,0.057
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.766,0.338,0.18,0.292,0.042,0.12,0.012,0.04
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.204,0.303,0.691,0.308,0.082,0.165,0.023,0.057
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.348,0.386,0.381,0.351,0.235,0.298,0.036,0.081
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.615,0.402,0.236,0.316,0.124,0.225,0.025,0.067
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.052,0.111,0.895,0.139,0.039,0.088,0.015,0.038
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.875,0.239,0.074,0.185,0.038,0.107,0.013,0.048
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.829,0.279,0.083,0.194,0.068,0.161,0.02,0.061
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.821,0.298,0.115,0.232,0.049,0.139,0.014,0.051
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.839,0.277,0.1,0.215,0.047,0.129,0.014,0.047
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.867,0.255,0.094,0.213,0.029,0.094,0.01,0.035
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.873,0.255,0.091,0.209,0.027,0.092,0.01,0.037
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.77,0.328,0.122,0.235,0.087,0.189,0.02,0.061
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.63,0.399,0.271,0.338,0.081,0.178,0.018,0.053
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.646,0.378,0.158,0.262,0.162,0.251,0.035,0.086
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.575,0.41,0.275,0.335,0.124,0.224,0.026,0.067
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.28,0.305,0.134,0.21,0.459,0.356,0.127,0.183
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.219,0.316,0.374,0.338,0.358,0.342,0.049,0.099
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.695,0.374,0.178,0.285,0.106,0.205,0.021,0.063
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.184,0.229,0.091,0.152,0.466,0.383,0.26,0.264
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.599,0.405,0.293,0.343,0.086,0.181,0.022,0.064
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.811,0.305,0.143,0.265,0.035,0.104,0.011,0.044
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.829,0.289,0.114,0.232,0.044,0.121,0.014,0.047
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.843,0.278,0.113,0.229,0.033,0.103,0.011,0.042
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.829,0.288,0.107,0.223,0.05,0.133,0.014,0.047
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.769,0.338,0.18,0.29,0.04,0.114,0.012,0.043
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.791,0.325,0.158,0.276,0.039,0.118,0.012,0.045
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.769,0.339,0.178,0.292,0.041,0.117,0.011,0.04
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.84,0.269,0.071,0.18,0.069,0.161,0.021,0.06
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.849,0.261,0.067,0.168,0.064,0.158,0.021,0.063
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.873,0.252,0.087,0.204,0.031,0.102,0.009,0.039
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.823,0.287,0.085,0.2,0.072,0.165,0.021,0.06
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.832,0.283,0.108,0.222,0.048,0.127,0.013,0.045
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.435,0.36,0.129,0.218,0.339,0.339,0.097,0.154
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.824,0.294,0.111,0.229,0.051,0.135,0.014,0.044
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.829,0.294,0.128,0.249,0.033,0.102,0.011,0.04
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.848,0.27,0.095,0.21,0.044,0.122,0.012,0.044
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.838,0.284,0.119,0.242,0.032,0.095,0.011,0.041
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.616,0.363,0.105,0.203,0.216,0.291,0.064,0.125
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.47,0.357,0.116,0.207,0.31,0.327,0.104,0.16
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.824,0.282,0.086,0.2,0.068,0.156,0.022,0.065
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.869,0.246,0.075,0.184,0.041,0.118,0.015,0.052
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.839,0.282,0.099,0.22,0.048,0.133,0.014,0.05
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.868,0.25,0.079,0.193,0.039,0.112,0.014,0.052
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.879,0.242,0.082,0.197,0.03,0.095,0.009,0.032
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.822,0.295,0.117,0.238,0.046,0.126,0.014,0.05
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.848,0.276,0.109,0.228,0.033,0.105,0.01,0.036
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.812,0.294,0.097,0.212,0.071,0.163,0.02,0.061
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.593,0.376,0.116,0.217,0.229,0.297,0.061,0.124
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.246,0.212,0.653,0.231,0.079,0.142,0.021,0.049
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.526,0.287,0.208,0.229,0.223,0.244,0.043,0.079
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.24,0.212,0.656,0.233,0.083,0.151,0.021,0.048
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.219,0.199,0.678,0.224,0.082,0.15,0.022,0.052
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.337,0.259,0.266,0.259,0.351,0.298,0.046,0.09
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.39,0.28,0.544,0.271,0.05,0.101,0.016,0.041
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.169,0.164,0.778,0.172,0.039,0.074,0.015,0.036
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.269,0.226,0.664,0.229,0.051,0.102,0.016,0.039
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.412,0.286,0.476,0.278,0.089,0.158,0.022,0.052
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.395,0.284,0.395,0.279,0.178,0.235,0.032,0.07
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.415,0.288,0.475,0.274,0.087,0.149,0.023,0.05
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.151,0.148,0.782,0.17,0.051,0.101,0.016,0.04
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.607,0.285,0.212,0.229,0.146,0.196,0.035,0.073
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.675,0.262,0.157,0.197,0.132,0.18,0.036,0.072
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.649,0.266,0.114,0.162,0.175,0.217,0.063,0.11
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.751,0.233,0.134,0.174,0.086,0.141,0.029,0.065
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.637,0.283,0.231,0.238,0.107,0.164,0.025,0.056
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.748,0.235,0.139,0.18,0.082,0.131,0.031,0.071
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.426,0.296,0.362,0.282,0.182,0.24,0.03,0.067
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.459,0.291,0.261,0.253,0.241,0.262,0.04,0.081
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.443,0.28,0.191,0.222,0.311,0.277,0.055,0.105
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.507,0.3,0.289,0.256,0.173,0.226,0.031,0.067
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.453,0.281,0.185,0.215,0.307,0.278,0.055,0.101
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.636,0.276,0.186,0.213,0.144,0.192,0.034,0.073
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.57,0.297,0.328,0.262,0.08,0.145,0.022,0.05
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.575,0.282,0.167,0.201,0.208,0.235,0.05,0.092
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.737,0.241,0.146,0.185,0.088,0.141,0.028,0.061
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.762,0.233,0.125,0.171,0.081,0.139,0.033,0.076
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.71,0.254,0.126,0.175,0.118,0.176,0.046,0.096
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.769,0.231,0.146,0.191,0.063,0.118,0.021,0.055
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.769,0.227,0.119,0.166,0.08,0.137,0.032,0.073
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.735,0.237,0.109,0.165,0.11,0.163,0.045,0.088
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.738,0.244,0.142,0.187,0.091,0.15,0.029,0.065
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.728,0.243,0.153,0.192,0.091,0.144,0.028,0.062
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.749,0.244,0.167,0.207,0.064,0.118,0.02,0.048
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.738,0.239,0.101,0.156,0.11,0.167,0.051,0.1
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.773,0.223,0.116,0.168,0.081,0.134,0.03,0.065
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.682,0.254,0.085,0.143,0.148,0.205,0.085,0.137
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.719,0.243,0.116,0.166,0.12,0.169,0.045,0.086
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.762,0.231,0.122,0.174,0.085,0.144,0.032,0.07
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.724,0.245,0.112,0.161,0.119,0.178,0.045,0.087
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.768,0.226,0.118,0.166,0.082,0.138,0.032,0.073
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.674,0.253,0.097,0.147,0.158,0.206,0.07,0.113
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.727,0.241,0.109,0.158,0.117,0.176,0.047,0.091
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.771,0.221,0.117,0.166,0.082,0.132,0.03,0.066
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.771,0.237,0.144,0.194,0.06,0.112,0.025,0.061
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.754,0.232,0.13,0.177,0.086,0.136,0.03,0.063
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.663,0.259,0.106,0.159,0.163,0.208,0.068,0.115
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.33,0.227,0.075,0.12,0.309,0.333,0.285,0.255
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.761,0.231,0.127,0.178,0.084,0.139,0.028,0.064
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.665,0.256,0.098,0.148,0.164,0.211,0.072,0.122
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.735,0.237,0.106,0.153,0.114,0.172,0.045,0.086
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.781,0.214,0.109,0.158,0.078,0.131,0.032,0.07
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.669,0.255,0.097,0.149,0.157,0.207,0.077,0.127
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.402,0.249,0.071,0.116,0.279,0.314,0.248,0.238
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.772,0.225,0.118,0.167,0.08,0.131,0.03,0.066
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.765,0.223,0.125,0.175,0.08,0.128,0.03,0.062
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.676,0.256,0.086,0.141,0.15,0.204,0.087,0.143
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.657,0.259,0.109,0.161,0.167,0.213,0.067,0.114
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.245,0.237,0.595,0.262,0.135,0.198,0.025,0.06
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.245,0.233,0.637,0.244,0.098,0.154,0.02,0.05
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.13,0.141,0.806,0.163,0.051,0.097,0.013,0.036
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.289,0.261,0.544,0.271,0.143,0.2,0.024,0.059
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.12,0.133,0.821,0.154,0.047,0.086,0.012,0.034
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.131,0.143,0.796,0.166,0.057,0.102,0.015,0.039
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.322,0.268,0.278,0.259,0.353,0.291,0.047,0.1
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.471,0.314,0.375,0.283,0.131,0.186,0.024,0.059
